ticker,priority_score,momentum_score,quality_score,form,updated_utc,recency_min,link
SLSN,21,5,21,10-K,2026-04-23T16:13:59-04:00,5926,https://www.sec.gov/Archives/edgar/data/883107/000199937126008861/0001999371-26-008861-index.htm
CP,21,5,21,10-K,2026-04-23T16:05:47-04:00,5935,https://www.sec.gov/Archives/edgar/data/16875/000119312526173665/0001193125-26-173665-index.htm
QETA,21,5,21,10-K,2026-04-23T10:40:26-04:00,6260,https://www.sec.gov/Archives/edgar/data/1978528/000149315226018655/0001493152-26-018655-index.htm
HELE,21,5,21,10-K,2026-04-23T06:56:18-04:00,6484,https://www.sec.gov/Archives/edgar/data/916789/000091678926000048/0000916789-26-000048-index.htm
T-PC,20,16,20,10-Q,2026-04-27T16:17:53-04:00,163,https://www.sec.gov/Archives/edgar/data/732717/000073271726000206/0000732717-26-000206-index.htm
DX-PC,20,16,20,10-Q,2026-04-27T16:08:37-04:00,172,https://www.sec.gov/Archives/edgar/data/826675/000082667526000039/0000826675-26-000039-index.htm
GRC,20,8,20,10-Q,2026-04-27T11:31:15-04:00,449,https://www.sec.gov/Archives/edgar/data/42682/000119312526180225/0001193125-26-180225-index.htm
FULC,20,8,20,10-Q,2026-04-27T07:10:37-04:00,710,https://www.sec.gov/Archives/edgar/data/1680581/000119312526178814/0001193125-26-178814-index.htm
BBBY-WT,18,15,18,10-Q,2026-04-27T16:27:47-04:00,153,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000038/0001130713-26-000038-index.htm
BOH-PB,18,15,18,10-Q,2026-04-27T16:03:45-04:00,177,https://www.sec.gov/Archives/edgar/data/46195/000004619526000036/0000046195-26-000036-index.htm
PSA-PG,18,15,18,10-Q,2026-04-27T16:02:12-04:00,178,https://www.sec.gov/Archives/edgar/data/1393311/000162828026027487/0001628280-26-027487-index.htm
VIASP,18,10,18,10-K,2026-04-27T15:17:11-04:00,223,https://www.sec.gov/Archives/edgar/data/1606268/000160626826000020/0001606268-26-000020-index.htm
ADC-PA,18,9,18,424B5,2026-04-24T16:30:19-04:00,4470,https://www.sec.gov/Archives/edgar/data/917251/000162828026027238/0001628280-26-027238-index.htm
PINE-PA,18,9,18,424B5,2026-04-24T16:15:56-04:00,4484,https://www.sec.gov/Archives/edgar/data/1786117/000110465926048598/0001104659-26-048598-index.htm
LZM-WT,18,9,18,424B5,2026-04-23T09:12:20-04:00,6348,https://www.sec.gov/Archives/edgar/data/1958217/000121390026046901/0001213900-26-046901-index.htm
DPZ,17,5,17,10-Q,2026-04-27T06:09:39-04:00,771,https://www.sec.gov/Archives/edgar/data/1286681/000128668126000025/0001286681-26-000025-index.htm
LADR,17,5,17,10-Q,2026-04-24T20:11:52-04:00,4249,https://www.sec.gov/Archives/edgar/data/1577670/000157767026000026/0001577670-26-000026-index.htm
FPH,17,5,17,10-Q,2026-04-24T17:29:33-04:00,4411,https://www.sec.gov/Archives/edgar/data/1574197/000157419726000020/0001574197-26-000020-index.htm
HLX,17,5,17,10-Q,2026-04-24T17:25:13-04:00,4415,https://www.sec.gov/Archives/edgar/data/866829/000086682926000013/0000866829-26-000013-index.htm
TDY,17,5,17,10-Q,2026-04-24T17:23:43-04:00,4417,https://www.sec.gov/Archives/edgar/data/1094285/000109428526000030/0001094285-26-000030-index.htm
HCSG,17,5,17,10-Q,2026-04-24T17:20:28-04:00,4420,https://www.sec.gov/Archives/edgar/data/731012/000073101226000031/0000731012-26-000031-index.htm
PECO,17,5,17,10-Q,2026-04-24T16:43:59-04:00,4456,https://www.sec.gov/Archives/edgar/data/1476204/000147620426000024/0001476204-26-000024-index.htm
HTH,17,5,17,10-Q,2026-04-24T16:32:21-04:00,4468,https://www.sec.gov/Archives/edgar/data/1265131/000110465926048628/0001104659-26-048628-index.htm
WKC,17,5,17,10-Q,2026-04-24T16:21:14-04:00,4479,https://www.sec.gov/Archives/edgar/data/789460/000078946026000028/0000789460-26-000028-index.htm
MTH,17,5,17,10-Q,2026-04-24T16:20:05-04:00,4480,https://www.sec.gov/Archives/edgar/data/833079/000083307926000105/0000833079-26-000105-index.htm
BKR,17,5,17,10-Q,2026-04-24T16:16:30-04:00,4484,https://www.sec.gov/Archives/edgar/data/1701605/000170160526000014/0001701605-26-000014-index.htm
PG,17,5,17,10-Q,2026-04-24T16:14:30-04:00,4486,https://www.sec.gov/Archives/edgar/data/80424/000008042426000060/0000080424-26-000060-index.htm
QS,17,5,17,10-Q,2026-04-24T16:07:22-04:00,4493,https://www.sec.gov/Archives/edgar/data/1811414/000119312526177161/0001193125-26-177161-index.htm
FBIZ,17,5,17,10-Q,2026-04-24T16:06:05-04:00,4494,https://www.sec.gov/Archives/edgar/data/1521951/000119312526177139/0001193125-26-177139-index.htm
LVS,17,5,17,10-Q,2026-04-24T16:06:38-04:00,4494,https://www.sec.gov/Archives/edgar/data/1300514/000130051426000046/0001300514-26-000046-index.htm
WU,17,5,17,10-Q,2026-04-24T16:06:28-04:00,4494,https://www.sec.gov/Archives/edgar/data/1365135/000119312526177151/0001193125-26-177151-index.htm
SKYW,17,5,17,10-Q,2026-04-24T16:02:43-04:00,4498,https://www.sec.gov/Archives/edgar/data/793733/000110465926048542/0001104659-26-048542-index.htm
CSL,17,5,17,10-Q,2026-04-24T14:45:55-04:00,4574,https://www.sec.gov/Archives/edgar/data/790051/000079005126000017/0000790051-26-000017-index.htm
FR,17,5,17,10-Q,2026-04-24T14:43:00-04:00,4577,https://www.sec.gov/Archives/edgar/data/921825/000092182526000054/0000921825-26-000054-index.htm
RLI,17,5,17,10-Q,2026-04-24T14:34:34-04:00,4586,https://www.sec.gov/Archives/edgar/data/84246/000110465926048474/0001104659-26-048474-index.htm
FCFS,17,5,17,10-Q,2026-04-24T13:30:14-04:00,4650,https://www.sec.gov/Archives/edgar/data/840489/000084048926000049/0000840489-26-000049-index.htm
NDAQ,17,5,17,10-Q,2026-04-24T13:03:40-04:00,4677,https://www.sec.gov/Archives/edgar/data/1120193/000162828026027105/0001628280-26-027105-index.htm
HAL,17,5,17,10-Q,2026-04-24T11:40:10-04:00,4760,https://www.sec.gov/Archives/edgar/data/45012/000004501226000039/0000045012-26-000039-index.htm
MHO,17,5,17,10-Q,2026-04-24T11:12:36-04:00,4788,https://www.sec.gov/Archives/edgar/data/799292/000079929226000017/0000799292-26-000017-index.htm
NSC,17,5,17,10-Q,2026-04-24T10:36:30-04:00,4824,https://www.sec.gov/Archives/edgar/data/702165/000162828026027051/0001628280-26-027051-index.htm
MANH,17,5,17,10-Q,2026-04-24T10:08:49-04:00,4852,https://www.sec.gov/Archives/edgar/data/1056696/000119312526175715/0001193125-26-175715-index.htm
TXN,17,5,17,10-Q,2026-04-24T09:34:09-04:00,4886,https://www.sec.gov/Archives/edgar/data/97476/000009747626000101/0000097476-26-000101-index.htm
TEL,17,5,17,10-Q,2026-04-24T08:06:10-04:00,4974,https://www.sec.gov/Archives/edgar/data/1385157/000110465926048160/0001104659-26-048160-index.htm
DOW,17,5,17,10-Q,2026-04-24T07:30:32-04:00,5010,https://www.sec.gov/Archives/edgar/data/1751788/000175178826000134/0001751788-26-000134-index.htm
PM,17,5,17,10-Q,2026-04-24T07:09:14-04:00,5031,https://www.sec.gov/Archives/edgar/data/1413329/000162828026027019/0001628280-26-027019-index.htm
CHTR,17,5,17,10-Q,2026-04-24T07:01:44-04:00,5039,https://www.sec.gov/Archives/edgar/data/1091667/000109166726000028/0001091667-26-000028-index.htm
FAF,17,5,17,10-Q,2026-04-23T18:30:25-04:00,5790,https://www.sec.gov/Archives/edgar/data/1472787/000119312526174195/0001193125-26-174195-index.htm
ENVA,17,5,17,10-Q,2026-04-23T17:15:39-04:00,5865,https://www.sec.gov/Archives/edgar/data/1529864/000119312526174021/0001193125-26-174021-index.htm
OII,17,5,17,10-Q,2026-04-23T17:13:10-04:00,5867,https://www.sec.gov/Archives/edgar/data/73756/000007375626000082/0000073756-26-000082-index.htm
KALU,17,5,17,10-Q,2026-04-23T16:44:11-04:00,5896,https://www.sec.gov/Archives/edgar/data/811596/000119312526173882/0001193125-26-173882-index.htm
CBRE,17,5,17,10-Q,2026-04-23T16:39:40-04:00,5901,https://www.sec.gov/Archives/edgar/data/1138118/000113811826000015/0001138118-26-000015-index.htm
ROL,17,5,17,10-Q,2026-04-23T16:34:15-04:00,5906,https://www.sec.gov/Archives/edgar/data/84839/000008483926000022/0000084839-26-000022-index.htm
VRSN,17,5,17,10-Q,2026-04-23T16:32:34-04:00,5908,https://www.sec.gov/Archives/edgar/data/1014473/000101447326000020/0001014473-26-000020-index.htm
LBRT,17,5,17,10-Q,2026-04-23T16:26:49-04:00,5914,https://www.sec.gov/Archives/edgar/data/1694028/000169402826000023/0001694028-26-000023-index.htm
ERIE,17,5,17,10-Q,2026-04-23T16:25:34-04:00,5915,https://www.sec.gov/Archives/edgar/data/922621/000162828026026866/0001628280-26-026866-index.htm
LUV,17,5,17,10-Q,2026-04-23T16:25:10-04:00,5915,https://www.sec.gov/Archives/edgar/data/92380/000009238026000047/0000092380-26-000047-index.htm
GLPI,17,5,17,10-Q,2026-04-23T16:18:17-04:00,5922,https://www.sec.gov/Archives/edgar/data/1575965/000157596526000048/0001575965-26-000048-index.htm
MCO,17,5,17,10-Q,2026-04-23T16:17:18-04:00,5923,https://www.sec.gov/Archives/edgar/data/1059556/000162828026026848/0001628280-26-026848-index.htm
MBLY,17,5,17,10-Q,2026-04-23T16:16:09-04:00,5924,https://www.sec.gov/Archives/edgar/data/1910139/000110465926047712/0001104659-26-047712-index.htm
R,17,5,17,10-Q,2026-04-23T16:16:19-04:00,5924,https://www.sec.gov/Archives/edgar/data/85961/000162828026026847/0001628280-26-026847-index.htm
KNSL,17,5,17,10-Q,2026-04-23T16:13:00-04:00,5927,https://www.sec.gov/Archives/edgar/data/1669162/000166916226000026/0001669162-26-000026-index.htm
MXL,17,5,17,10-Q,2026-04-23T16:13:32-04:00,5927,https://www.sec.gov/Archives/edgar/data/1288469/000128846926000029/0001288469-26-000029-index.htm
OTIS,17,5,17,10-Q,2026-04-23T16:12:15-04:00,5928,https://www.sec.gov/Archives/edgar/data/1781335/000178133526000075/0001781335-26-000075-index.htm
WST,17,5,17,10-Q,2026-04-23T16:12:02-04:00,5928,https://www.sec.gov/Archives/edgar/data/105770/000010577026000049/0000105770-26-000049-index.htm
APPF,17,5,17,10-Q,2026-04-23T16:09:36-04:00,5931,https://www.sec.gov/Archives/edgar/data/1433195/000143319526000023/0001433195-26-000023-index.htm
LMT,17,5,17,10-Q,2026-04-23T16:09:05-04:00,5931,https://www.sec.gov/Archives/edgar/data/936468/000162828026026836/0001628280-26-026836-index.htm
FIX,17,5,17,10-Q,2026-04-23T16:06:53-04:00,5934,https://www.sec.gov/Archives/edgar/data/1035983/000110465926047689/0001104659-26-047689-index.htm
LRCX,17,5,17,10-Q,2026-04-23T16:05:20-04:00,5935,https://www.sec.gov/Archives/edgar/data/707549/000070754926000022/0000707549-26-000022-index.htm
PHM,17,5,17,10-Q,2026-04-23T16:04:05-04:00,5936,https://www.sec.gov/Archives/edgar/data/822416/000082241626000023/0000822416-26-000023-index.htm
MEDP,17,5,17,10-Q,2026-04-23T16:03:37-04:00,5937,https://www.sec.gov/Archives/edgar/data/1668397/000166839726000019/0001668397-26-000019-index.htm
CTRVP,15,15,15,4,2026-04-27T17:33:08-04:00,87,https://www.sec.gov/Archives/edgar/data/1583771/000149315226019202/0001493152-26-019202-index.htm
NE-WT,11,7,11,10-Q,2026-04-27T12:14:08-04:00,406,https://www.sec.gov/Archives/edgar/data/1895262/000189526226000111/0001895262-26-000111-index.htm
NEMCL,11,5,11,10-Q,2026-04-23T16:31:21-04:00,5909,https://www.sec.gov/Archives/edgar/data/1164727/000116472726000019/0001164727-26-000019-index.htm
EONR-WT,10,3,10,10-K,2026-04-24T19:35:02-04:00,4285,https://www.sec.gov/Archives/edgar/data/1842556/000121390026047665/0001213900-26-047665-index.htm
WBS-PG,10,3,10,10-K,2026-04-24T16:03:05-04:00,4497,https://www.sec.gov/Archives/edgar/data/801337/000080133726000011/0000801337-26-000011-index.htm
EP-PC,8,4,8,10-Q,2026-04-24T16:09:36-04:00,4491,https://www.sec.gov/Archives/edgar/data/1506307/000150630726000035/0001506307-26-000035-index.htm
MOG-B,8,4,8,10-Q,2026-04-24T11:08:11-04:00,4792,https://www.sec.gov/Archives/edgar/data/67887/000162828026027064/0001628280-26-027064-index.htm
SIGIP,7,3,7,10-Q,2026-04-24T13:50:09-04:00,4630,https://www.sec.gov/Archives/edgar/data/230557/000023055726000011/0000230557-26-000011-index.htm
NEE-PV,6,3,6,10-Q,2026-04-23T16:52:23-04:00,5888,https://www.sec.gov/Archives/edgar/data/753308/000075330826000031/0000753308-26-000031-index.htm
SYF-PB,6,3,6,10-Q,2026-04-23T16:14:32-04:00,5926,https://www.sec.gov/Archives/edgar/data/1601712/000160171226000016/0001601712-26-000016-index.htm
HIG-PG,6,3,6,10-Q,2026-04-23T16:07:30-04:00,5933,https://www.sec.gov/Archives/edgar/data/874766/000087476626000037/0000874766-26-000037-index.htm
