ticker,momentum_score,form,updated_utc,recency_min,link
ADSK,10,PRE 14A,2026-04-24T16:08:16-04:00,4492,https://www.sec.gov/Archives/edgar/data/769397/000076939726000025/0000769397-26-000025-index.htm
DSS,10,S-1,2026-04-24T16:05:48-04:00,4495,https://www.sec.gov/Archives/edgar/data/771999/000149315226018910/0001493152-26-018910-index.htm
BOXL,10,PRE 14A,2026-04-24T10:29:41-04:00,4831,https://www.sec.gov/Archives/edgar/data/1624512/000121390026047325/0001213900-26-047325-index.htm
OTAI,10,S-1,2026-04-24T10:17:25-04:00,4843,https://www.sec.gov/Archives/edgar/data/2094076/000149315226018875/0001493152-26-018875-index.htm
SBMT,10,S-1,2026-04-24T09:48:31-04:00,4872,https://www.sec.gov/Archives/edgar/data/2067674/000153949726001201/0001539497-26-001201-index.htm
CXII,10,S-1,2026-04-24T06:10:32-04:00,5090,https://www.sec.gov/Archives/edgar/data/2114227/000121390026047229/0001213900-26-047229-index.htm
XELB,10,S-1,2026-04-23T17:45:26-04:00,5835,https://www.sec.gov/Archives/edgar/data/1083220/000110465926047895/0001104659-26-047895-index.htm
DAIC,10,S-1,2026-04-23T17:27:10-04:00,5853,https://www.sec.gov/Archives/edgar/data/2033770/000121390026047154/0001213900-26-047154-index.htm
FCUV,10,S-1,2026-04-23T17:20:41-04:00,5860,https://www.sec.gov/Archives/edgar/data/1590418/000168316826003166/0001683168-26-003166-index.htm
RACC,10,S-1,2026-04-23T17:05:20-04:00,5875,https://www.sec.gov/Archives/edgar/data/2118032/000119312526173973/0001193125-26-173973-index.htm
PS,10,S-1,2026-04-23T16:55:17-04:00,5885,https://www.sec.gov/Archives/edgar/data/2026053/000114036126016419/0001140361-26-016419-index.htm
SPIR,10,S-1,2026-04-23T16:33:18-04:00,5907,https://www.sec.gov/Archives/edgar/data/1816017/000119312526173846/0001193125-26-173846-index.htm
GLND,10,S-1,2026-04-23T16:23:15-04:00,5917,https://www.sec.gov/Archives/edgar/data/2093507/000182912626003806/0001829126-26-003806-index.htm
AVLN,10,S-1,2026-04-23T16:01:41-04:00,5939,https://www.sec.gov/Archives/edgar/data/1540171/000119312526173632/0001193125-26-173632-index.htm
ADC-PA,9,424B5,2026-04-24T16:30:19-04:00,4470,https://www.sec.gov/Archives/edgar/data/917251/000162828026027238/0001628280-26-027238-index.htm
PINE-PA,9,424B5,2026-04-24T16:15:56-04:00,4484,https://www.sec.gov/Archives/edgar/data/1786117/000110465926048598/0001104659-26-048598-index.htm
LZM-WT,9,424B5,2026-04-23T09:12:20-04:00,6348,https://www.sec.gov/Archives/edgar/data/1958217/000121390026046901/0001213900-26-046901-index.htm
ATS,8,F-1,2026-04-27T12:54:32-04:00,366,https://www.sec.gov/Archives/edgar/data/1394832/000119312526180844/0001193125-26-180844-index.htm
GDLG,8,10-K,2026-04-27T12:10:52-04:00,410,https://www.sec.gov/Archives/edgar/data/1848672/000109690626000615/0001096906-26-000615-index.htm
GRC,8,10-Q,2026-04-27T11:31:15-04:00,449,https://www.sec.gov/Archives/edgar/data/42682/000119312526180225/0001193125-26-180225-index.htm
NOM,8,25,2026-04-27T10:31:19-04:00,509,https://www.sec.gov/Archives/edgar/data/899782/000087666126000365/0000876661-26-000365-index.htm
NQP,8,25,2026-04-27T10:29:21-04:00,511,https://www.sec.gov/Archives/edgar/data/870780/000087666126000363/0000876661-26-000363-index.htm
NXJ,8,25,2026-04-27T10:26:31-04:00,514,https://www.sec.gov/Archives/edgar/data/1087786/000087666126000361/0000876661-26-000361-index.htm
RCKT,8,SC TO-I,2026-04-27T09:42:20-04:00,558,https://www.sec.gov/Archives/edgar/data/1281895/000114036126016865/0001140361-26-016865-index.htm
LGNYZ,8,DEFA14A,2026-04-27T09:41:06-04:00,559,https://www.sec.gov/Archives/edgar/data/886163/000119312526179652/0001193125-26-179652-index.htm
FOLD,8,25,2026-04-27T09:27:40-04:00,573,https://www.sec.gov/Archives/edgar/data/1178879/000135445726000371/0001354457-26-000371-index.htm
USBC,8,10-K,2026-04-27T09:23:39-04:00,577,https://www.sec.gov/Archives/edgar/data/1074828/000107482826000020/0001074828-26-000020-index.htm
TLF,8,DEFA14A,2026-04-27T09:08:55-04:00,591,https://www.sec.gov/Archives/edgar/data/909724/000114036126016858/0001140361-26-016858-index.htm
GDHG,8,F-3,2026-04-27T09:05:13-04:00,595,https://www.sec.gov/Archives/edgar/data/1928340/000121390026047788/0001213900-26-047788-index.htm
METCZ,8,DEFA14A,2026-04-27T08:32:32-04:00,628,https://www.sec.gov/Archives/edgar/data/1687187/000121390026047773/0001213900-26-047773-index.htm
NXPI,8,DEFA14A,2026-04-27T08:18:02-04:00,642,https://www.sec.gov/Archives/edgar/data/1413447/000141344726000029/0001413447-26-000029-index.htm
KW,8,SC 13E3,2026-04-27T08:11:53-04:00,649,https://www.sec.gov/Archives/edgar/data/1408100/000114036126016849/0001140361-26-016849-index.htm
PENN,8,DEFA14A,2026-04-27T08:06:49-04:00,654,https://www.sec.gov/Archives/edgar/data/921738/000114036126016848/0001140361-26-016848-index.htm
BOOM,8,DEFA14A,2026-04-27T08:01:28-04:00,659,https://www.sec.gov/Archives/edgar/data/34067/000003406726000030/0000034067-26-000030-index.htm
NVAX,8,DEFA14A,2026-04-27T08:00:48-04:00,660,https://www.sec.gov/Archives/edgar/data/1000694/000162828026027330/0001628280-26-027330-index.htm
STEM,8,DEFA14A,2026-04-27T07:51:02-04:00,669,https://www.sec.gov/Archives/edgar/data/1758766/000175876626000040/0001758766-26-000040-index.htm
BCAX,8,DEFA14A,2026-04-27T07:33:19-04:00,687,https://www.sec.gov/Archives/edgar/data/2023658/000162828026027321/0001628280-26-027321-index.htm
GTBIF,8,DEFA14A,2026-04-27T07:26:18-04:00,694,https://www.sec.gov/Archives/edgar/data/1795139/000119312526178839/0001193125-26-178839-index.htm
MIAX,8,DEFA14A,2026-04-27T07:20:38-04:00,700,https://www.sec.gov/Archives/edgar/data/1438472/000162828026027314/0001628280-26-027314-index.htm
FULC,8,10-Q,2026-04-27T07:10:37-04:00,710,https://www.sec.gov/Archives/edgar/data/1680581/000119312526178814/0001193125-26-178814-index.htm
JF,8,F-3,2026-04-27T07:03:05-04:00,717,https://www.sec.gov/Archives/edgar/data/1716338/000110465926048978/0001104659-26-048978-index.htm
QURE,8,DEFA14A,2026-04-27T07:01:24-04:00,719,https://www.sec.gov/Archives/edgar/data/1590560/000110465926048975/0001104659-26-048975-index.htm
NE-WT,7,10-Q,2026-04-27T12:14:08-04:00,406,https://www.sec.gov/Archives/edgar/data/1895262/000189526226000111/0001895262-26-000111-index.htm
PL-WT,7,25,2026-04-27T09:23:07-04:00,577,https://www.sec.gov/Archives/edgar/data/1836833/000087666126000359/0000876661-26-000359-index.htm
RNTX,5,10-K,2026-04-27T06:51:19-04:00,729,https://www.sec.gov/Archives/edgar/data/1420565/000119312526178787/0001193125-26-178787-index.htm
ABTC,5,DEFA14A,2026-04-27T06:30:12-04:00,750,https://www.sec.gov/Archives/edgar/data/1755953/000119312526178759/0001193125-26-178759-index.htm
ORC,5,DEFA14A,2026-04-27T06:18:20-04:00,762,https://www.sec.gov/Archives/edgar/data/1518621/000143774926013360/0001437749-26-013360-index.htm
FMC,5,DEFA14A,2026-04-27T06:15:01-04:00,765,https://www.sec.gov/Archives/edgar/data/37785/000095010326006189/0000950103-26-006189-index.htm
FTRE,5,DEFA14A,2026-04-27T06:13:22-04:00,767,https://www.sec.gov/Archives/edgar/data/1965040/000119312526178735/0001193125-26-178735-index.htm
DPZ,5,10-Q,2026-04-27T06:09:39-04:00,771,https://www.sec.gov/Archives/edgar/data/1286681/000128668126000025/0001286681-26-000025-index.htm
RYM,5,DEFA14A,2026-04-27T06:06:05-04:00,774,https://www.sec.gov/Archives/edgar/data/1800637/000121390026047685/0001213900-26-047685-index.htm
MAIA,5,DEFA14A,2026-04-27T06:05:19-04:00,775,https://www.sec.gov/Archives/edgar/data/1878313/000149315226019015/0001493152-26-019015-index.htm
SKYT,5,DEFA14A,2026-04-27T06:04:18-04:00,776,https://www.sec.gov/Archives/edgar/data/1819974/000114036126016810/0001140361-26-016810-index.htm
SWKS,5,DEFA14A,2026-04-27T06:01:38-04:00,779,https://www.sec.gov/Archives/edgar/data/4127/000110465926048820/0001104659-26-048820-index.htm
SYRA,5,10-K,2026-04-24T21:55:45-04:00,4145,https://www.sec.gov/Archives/edgar/data/1922335/000149315226019010/0001493152-26-019010-index.htm
LADR,5,10-Q,2026-04-24T20:11:52-04:00,4249,https://www.sec.gov/Archives/edgar/data/1577670/000157767026000026/0001577670-26-000026-index.htm
